POSTAL_CODE,AGE_19_AND_UNDER,AGE_20_TO_29,AGE_30_TO_44,AGE_45_TO_59,AGE_60_AND_OVER,MALE,FEMALE,TWO_OR_MORE_RACES,LESS_THAN_10K,BETWEEN_10K_AND_14K,BETWEEN_15K_AND_24K,BETWEEN_25K_AND_34K,BETWEEN_35K_AND_49K,BETWEEN_50K_AND_74K,BETWEEN_75K_AND_99K,BETWEEN_100K_AND_149K,BETWEEN_150K_AND_199K,_200K_OR_MORE,LESS_THAN_9TH_GRADE,BETWEEN_9TH_AND_12TH_GRADE_NO_DIPLOMA,HIGH_SCHOOL_GRADUATE_INCLUDES_EQUIVALENCY,SOME_COLLEGE_NO_DEGREE,ASSOCIATES_DEGREE,BACHELORS_DEGREE,GRADUATE_OR_PROFESSIONAL_DEGREE,POPULATION,HOUSEHOLD_TYPE_MARRIED_COUPLE_HOUSEHOLD,HOUSEHOLD_TYPE_COHABITING_COUPLE_HOUSEHOLD,HOUSEHOLD_TYPE_MALE_HOUSEHOLDER_NO_SPOUSE_PARTNER_PRESENT,HOUSEHOLD_TYPE_FEMALE_HOUSEHOLDER_NO_SPOUSE_PARTNER_PRESENT,FAMILY_HOUSEHOLD,NON_FAMILY_HOUSEHOLD
30-016,0.186540732,0.08752459662,0.167965368,0.2194411649,0.3385281385,0.5191656828,0.4808343172,0.03856749311,0.092,0.072,0.083,0.086,0.17,0.149,0.109,0.13,0.047,0.062,0.05345306821,0.1004917682,0.3733162284,0.1971349155,0.0704511439,0.1358776994,0.0692751764,15246.0,0.4625049077,0.04515115823,0.1951315273,0.2972124068,0.507656066,0.492343934
30-016,0.186540732,0.08752459662,0.167965368,0.2194411649,0.3385281385,0.5191656828,0.4808343172,0.03856749311,0.092,0.072,0.083,0.086,0.17,0.149,0.109,0.13,0.047,0.062,0.05345306821,0.1004917682,0.3733162284,0.1971349155,0.0704511439,0.1358776994,0.0692751764,12705.0,0.4625049077,0.04515115823,0.1951315273,0.2972124068,0.507656066,0.492343934
30-016,0.186540732,0.08752459662,0.167965368,0.2194411649,0.3385281385,0.5191656828,0.4808343172,0.03856749311,0.092,0.072,0.083,0.086,0.17,0.149,0.109,0.13,0.047,0.062,0.05345306821,0.1004917682,0.3733162284,0.1971349155,0.0704511439,0.1358776994,0.0692751764,15246.0,0.4625049077,0.04515115823,0.1951315273,0.2972124068,0.507656066,0.492343934
30-016,0.186540732,0.08752459662,0.167965368,0.2194411649,0.3385281385,0.5191656828,0.4808343172,0.03856749311,0.092,0.072,0.083,0.086,0.17,0.149,0.109,0.13,0.047,0.062,0.05345306821,0.1004917682,0.3733162284,0.1971349155,0.0704511439,0.1358776994,0.0692751764,12705.0,0.4625049077,0.04515115823,0.1951315273,0.2972124068,0.507656066,0.492343934
30-016,0.186540732,0.08752459662,0.167965368,0.2194411649,0.3385281385,0.5191656828,0.4808343172,0.03856749311,0.092,0.072,0.083,0.086,0.17,0.149,0.109,0.13,0.047,0.062,0.05345306821,0.1004917682,0.3733162284,0.1971349155,0.0704511439,0.1358776994,0.0692751764,15246.0,0.4625049077,0.04515115823,0.1951315273,0.2972124068,0.507656066,0.492343934
30-018,0.1594285714,0.06514285714,0.1228571429,0.2462857143,0.4062857143,0.4862857143,0.5137142857,0.04457142857,0.0,0.02897102897,0.1658341658,0.07792207792,0.1758241758,0.1648351648,0.1548451548,0.1218781219,0.06693306693,0.04295704296,0.04723564144,0.1363392378,0.3440687064,0.2098765432,0.06763285024,0.1277509393,0.06709608159,1750.0,0.4276094276,0.07519640853,0.241301908,0.2558922559,0.5028058361,0.4971941639
30-019,0.2508648302,0.09916720051,0.1696348495,0.1880845612,0.2922485586,0.4887892377,0.5112107623,0.04484304933,0.016,0.056,0.101,0.159,0.118,0.138,0.129,0.158,0.083,0.042,0.02956705385,0.07391763464,0.3621964097,0.2325237592,0.1102428722,0.1531151003,0.03843717001,7805.0,0.4524886878,0.06819650937,0.1903684551,0.2889463478,0.5206851972,0.4793148028
30-019,0.2508648302,0.09916720051,0.1696348495,0.1880845612,0.2922485586,0.4887892377,0.5112107623,0.04484304933,0.016,0.056,0.101,0.159,0.118,0.138,0.129,0.158,0.083,0.042,0.02956705385,0.07391763464,0.3621964097,0.2325237592,0.1102428722,0.1531151003,0.03843717001,7805.0,0.4524886878,0.06819650937,0.1903684551,0.2889463478,0.5206851972,0.4793148028
30-020,0.2080291971,0.1201833305,0.2197419793,0.212357834,0.2396876591,0.5949753862,0.4050246138,0.03895773213,0.027,0.064,0.134,0.145,0.176,0.177,0.13,0.068,0.049,0.03,0.039962921,0.1762282418,0.4557626944,0.1577917396,0.04809970131,0.07549696158,0.04665774024,11782.0,0.3935742972,0.07479919679,0.2264056225,0.3052208835,0.468373494,0.531626506
30-020,0.2080291971,0.1201833305,0.2197419793,0.212357834,0.2396876591,0.5949753862,0.4050246138,0.03895773213,0.027,0.064,0.134,0.145,0.176,0.177,0.13,0.068,0.049,0.03,0.039962921,0.1762282418,0.4557626944,0.1577917396,0.04809970131,0.07549696158,0.04665774024,11782.0,0.3935742972,0.07479919679,0.2264056225,0.3052208835,0.468373494,0.531626506
30-020,0.2080291971,0.1201833305,0.2197419793,0.212357834,0.2396876591,0.5949753862,0.4050246138,0.03895773213,0.027,0.064,0.134,0.145,0.176,0.177,0.13,0.068,0.049,0.03,0.039962921,0.1762282418,0.4557626944,0.1577917396,0.04809970131,0.07549696158,0.04665774024,11782.0,0.3935742972,0.07479919679,0.2264056225,0.3052208835,0.468373494,0.531626506
30-020,0.2080291971,0.1201833305,0.2197419793,0.212357834,0.2396876591,0.5949753862,0.4050246138,0.03895773213,0.027,0.064,0.134,0.145,0.176,0.177,0.13,0.068,0.049,0.03,0.039962921,0.1762282418,0.4557626944,0.1577917396,0.04809970131,0.07549696158,0.04665774024,14138.0,0.3935742972,0.07479919679,0.2264056225,0.3052208835,0.468373494,0.531626506
30-022,0.2249084249,0.09157509158,0.1531135531,0.1934065934,0.336996337,0.4769230769,0.5230769231,0.0358974359,0.183,0.0,0.055,0.109,0.187,0.13,0.064,0.22,0.043,0.009,0.01747418586,0.09134233519,0.2883240667,0.1159650516,0.2366957903,0.2073073868,0.04289118348,1092.0,0.5225694444,0.05555555556,0.1805555556,0.2413194444,0.578125,0.421875
30-023,0.2595909476,0.1123078785,0.1841946024,0.1873411594,0.2565654121,0.4832990439,0.5167009561,0.05839283553,0.1278721279,0.04495504496,0.1128871129,0.1518481518,0.2077922078,0.1298701299,0.08491508492,0.07792207792,0.02697302697,0.03496503497,0.06964220518,0.1463125228,0.389101862,0.1829134721,0.05230010953,0.09054399416,0.06918583425,16526.0,0.3630389485,0.05690014425,0.186087514,0.3939733932,0.4199390928,0.5800609072
30-023,0.2595909476,0.1123078785,0.1841946024,0.1873411594,0.2565654121,0.4832990439,0.5167009561,0.05839283553,0.1278721279,0.04495504496,0.1128871129,0.1518481518,0.2077922078,0.1298701299,0.08491508492,0.07792207792,0.02697302697,0.03496503497,0.06964220518,0.1463125228,0.389101862,0.1829134721,0.05230010953,0.09054399416,0.06918583425,13221.0,0.3630389485,0.05690014425,0.186087514,0.3939733932,0.4199390928,0.5800609072
30-023,0.2595909476,0.1123078785,0.1841946024,0.1873411594,0.2565654121,0.4832990439,0.5167009561,0.05839283553,0.1278721279,0.04495504496,0.1128871129,0.1518481518,0.2077922078,0.1298701299,0.08491508492,0.07792207792,0.02697302697,0.03496503497,0.06964220518,0.1463125228,0.389101862,0.1829134721,0.05230010953,0.09054399416,0.06918583425,13221.0,0.3630389485,0.05690014425,0.186087514,0.3939733932,0.4199390928,0.5800609072
30-023,0.2595909476,0.1123078785,0.1841946024,0.1873411594,0.2565654121,0.4832990439,0.5167009561,0.05839283553,0.1278721279,0.04495504496,0.1128871129,0.1518481518,0.2077922078,0.1298701299,0.08491508492,0.07792207792,0.02697302697,0.03496503497,0.06964220518,0.1463125228,0.389101862,0.1829134721,0.05230010953,0.09054399416,0.06918583425,19831.0,0.3630389485,0.05690014425,0.186087514,0.3939733932,0.4199390928,0.5800609072
30-023,0.2595909476,0.1123078785,0.1841946024,0.1873411594,0.2565654121,0.4832990439,0.5167009561,0.05839283553,0.1278721279,0.04495504496,0.1128871129,0.1518481518,0.2077922078,0.1298701299,0.08491508492,0.07792207792,0.02697302697,0.03496503497,0.06964220518,0.1463125228,0.389101862,0.1829134721,0.05230010953,0.09054399416,0.06918583425,13221.0,0.3630389485,0.05690014425,0.186087514,0.3939733932,0.4199390928,0.5800609072
30-023,0.2595909476,0.1123078785,0.1841946024,0.1873411594,0.2565654121,0.4832990439,0.5167009561,0.05839283553,0.1278721279,0.04495504496,0.1128871129,0.1518481518,0.2077922078,0.1298701299,0.08491508492,0.07792207792,0.02697302697,0.03496503497,0.06964220518,0.1463125228,0.389101862,0.1829134721,0.05230010953,0.09054399416,0.06918583425,19831.0,0.3630389485,0.05690014425,0.186087514,0.3939733932,0.4199390928,0.5800609072
30-023,0.2595909476,0.1123078785,0.1841946024,0.1873411594,0.2565654121,0.4832990439,0.5167009561,0.05839283553,0.1278721279,0.04495504496,0.1128871129,0.1518481518,0.2077922078,0.1298701299,0.08491508492,0.07792207792,0.02697302697,0.03496503497,0.06964220518,0.1463125228,0.389101862,0.1829134721,0.05230010953,0.09054399416,0.06918583425,13221.0,0.3630389485,0.05690014425,0.186087514,0.3939733932,0.4199390928,0.5800609072
30-024,0.2296439901,0.099929503,0.1640817765,0.2139584068,0.2923863236,0.4645752556,0.5354247444,0.03859710962,0.06793206793,0.04295704296,0.1188811189,0.1668331668,0.1258741259,0.2117882118,0.1948051948,0.05294705295,0.0,0.01798201798,0.0416909621,0.178425656,0.4142857143,0.1924198251,0.05918367347,0.05976676385,0.05422740525,6809.0,0.3880463872,0.04683318466,0.1873327386,0.3777876896,0.4348795718,0.5651204282
30-027,0.09507042254,0.07746478873,0.1197183099,0.3415492958,0.3661971831,0.5105633803,0.4894366197,0.07394366197,0.1758241758,0.04095904096,0.04095904096,0.1008991009,0.1618381618,0.3376623377,0.06793206793,0.04695304695,0.02697302697,0.0,0.05323193916,0.0,0.3726235741,0.5095057034,0.01901140684,0.04562737643,0.0,341.0,0.4193548387,0.07741935484,0.2387096774,0.264516129,0.4967741935,0.5032258065
30-030,0.1945080092,0.0819221968,0.1487414188,0.1990846682,0.3757437071,0.5135011442,0.4864988558,0.05446224256,0.004995004995,0.09490509491,0.05294705295,0.05494505495,0.07892107892,0.1588411588,0.1218781219,0.2517482517,0.1038961039,0.07692307692,0.01182033097,0.1189913318,0.3089046493,0.1741528763,0.07643814027,0.2482269504,0.06146572104,2185.0,0.51531151,0.05491024287,0.2175290391,0.212249208,0.5702217529,0.4297782471
30-031,0.1399020142,0.05552531301,0.09907457812,0.2172019597,0.488296135,0.5068045727,0.4931954273,0.04572672836,0.119,0.071,0.017,0.195,0.217,0.201,0.074,0.063,0.013,0.03,0.0,0.04685714286,0.4308571429,0.2834285714,0.06857142857,0.1302857143,0.04,2204.0,0.4938271605,0.07070707071,0.2323232323,0.2031425365,0.5645342312,0.4354657688
30-073,0.2333675013,0.1194415971,0.1856299117,0.2010055157,0.2605554742,0.486894128,0.513105872,0.08668911993,0.08191808192,0.05294705295,0.1438561439,0.05394605395,0.1968031968,0.2307692308,0.07892107892,0.0979020979,0.02397602398,0.03896103896,0.06614583333,0.08869047619,0.3392857143,0.2280505952,0.08392857143,0.1203125,0.07358630952,20487.0,0.3355831853,0.08987566607,0.2211959739,0.3533451747,0.4254588514,0.5745411486
30-073,0.2333675013,0.1194415971,0.1856299117,0.2010055157,0.2605554742,0.486894128,0.513105872,0.08668911993,0.08191808192,0.05294705295,0.1438561439,0.05394605395,0.1968031968,0.2307692308,0.07892107892,0.0979020979,0.02397602398,0.03896103896,0.06614583333,0.08869047619,0.3392857143,0.2280505952,0.08392857143,0.1203125,0.07358630952,24584.0,0.3355831853,0.08987566607,0.2211959739,0.3533451747,0.4254588514,0.5745411486
30-073,0.2333675013,0.1194415971,0.1856299117,0.2010055157,0.2605554742,0.486894128,0.513105872,0.08668911993,0.08191808192,0.05294705295,0.1438561439,0.05394605395,0.1968031968,0.2307692308,0.07892107892,0.0979020979,0.02397602398,0.03896103896,0.06614583333,0.08869047619,0.3392857143,0.2280505952,0.08392857143,0.1203125,0.07358630952,20487.0,0.3355831853,0.08987566607,0.2211959739,0.3533451747,0.4254588514,0.5745411486
30-073,0.2333675013,0.1194415971,0.1856299117,0.2010055157,0.2605554742,0.486894128,0.513105872,0.08668911993,0.08191808192,0.05294705295,0.1438561439,0.05394605395,0.1968031968,0.2307692308,0.07892107892,0.0979020979,0.02397602398,0.03896103896,0.06614583333,0.08869047619,0.3392857143,0.2280505952,0.08392857143,0.1203125,0.07358630952,16390.0,0.3355831853,0.08987566607,0.2211959739,0.3533451747,0.4254588514,0.5745411486
30-073,0.2333675013,0.1194415971,0.1856299117,0.2010055157,0.2605554742,0.486894128,0.513105872,0.08668911993,0.08191808192,0.05294705295,0.1438561439,0.05394605395,0.1968031968,0.2307692308,0.07892107892,0.0979020979,0.02397602398,0.03896103896,0.06614583333,0.08869047619,0.3392857143,0.2280505952,0.08392857143,0.1203125,0.07358630952,24584.0,0.3355831853,0.08987566607,0.2211959739,0.3533451747,0.4254588514,0.5745411486
30-073,0.2333675013,0.1194415971,0.1856299117,0.2010055157,0.2605554742,0.486894128,0.513105872,0.08668911993,0.08191808192,0.05294705295,0.1438561439,0.05394605395,0.1968031968,0.2307692308,0.07892107892,0.0979020979,0.02397602398,0.03896103896,0.06614583333,0.08869047619,0.3392857143,0.2280505952,0.08392857143,0.1203125,0.07358630952,24584.0,0.3355831853,0.08987566607,0.2211959739,0.3533451747,0.4254588514,0.5745411486
30-075,0.4539007092,0.3687943262,0.0780141844,0.02836879433,0.07092198582,0.609929078,0.390070922,0.1489361702,0.0,0.0,0.0,0.0,0.05294705295,0.3756243756,0.2707292707,0.2327672328,0.0,0.06793206793,0.0,0.0,0.08955223881,0.1741293532,0.3084577114,0.3084577114,0.1194029851,141.0,0.3529411765,0.05882352941,0.4705882353,0.1176470588,0.4117647059,0.5882352941
30-076,0.2347195307,0.1251505787,0.2047085319,0.203163463,0.2322578956,0.5166029435,0.4833970565,0.08796417535,0.035,0.022,0.07,0.054,0.131,0.264,0.171,0.165,0.041,0.047,0.04041734549,0.09116433845,0.3383826129,0.2342542203,0.108114666,0.123713127,0.0639536899,30549.0,0.4961443329,0.0810417576,0.189582424,0.2332314855,0.5771860905,0.4228139095
30-076,0.2347195307,0.1251505787,0.2047085319,0.203163463,0.2322578956,0.5166029435,0.4833970565,0.08796417535,0.035,0.022,0.07,0.054,0.131,0.264,0.171,0.165,0.041,0.047,0.04041734549,0.09116433845,0.3383826129,0.2342542203,0.108114666,0.123713127,0.0639536899,45823.0,0.4961443329,0.0810417576,0.189582424,0.2332314855,0.5771860905,0.4228139095
30-076,0.2347195307,0.1251505787,0.2047085319,0.203163463,0.2322578956,0.5166029435,0.4833970565,0.08796417535,0.035,0.022,0.07,0.054,0.131,0.264,0.171,0.165,0.041,0.047,0.04041734549,0.09116433845,0.3383826129,0.2342542203,0.108114666,0.123713127,0.0639536899,30549.0,0.4961443329,0.0810417576,0.189582424,0.2332314855,0.5771860905,0.4228139095
30-076,0.2347195307,0.1251505787,0.2047085319,0.203163463,0.2322578956,0.5166029435,0.4833970565,0.08796417535,0.035,0.022,0.07,0.054,0.131,0.264,0.171,0.165,0.041,0.047,0.04041734549,0.09116433845,0.3383826129,0.2342542203,0.108114666,0.123713127,0.0639536899,45823.0,0.4961443329,0.0810417576,0.189582424,0.2332314855,0.5771860905,0.4228139095
30-076,0.2347195307,0.1251505787,0.2047085319,0.203163463,0.2322578956,0.5166029435,0.4833970565,0.08796417535,0.035,0.022,0.07,0.054,0.131,0.264,0.171,0.165,0.041,0.047,0.04041734549,0.09116433845,0.3383826129,0.2342542203,0.108114666,0.123713127,0.0639536899,30549.0,0.4961443329,0.0810417576,0.189582424,0.2332314855,0.5771860905,0.4228139095
30-076,0.2347195307,0.1251505787,0.2047085319,0.203163463,0.2322578956,0.5166029435,0.4833970565,0.08796417535,0.035,0.022,0.07,0.054,0.131,0.264,0.171,0.165,0.041,0.047,0.04041734549,0.09116433845,0.3383826129,0.2342542203,0.108114666,0.123713127,0.0639536899,30549.0,0.4961443329,0.0810417576,0.189582424,0.2332314855,0.5771860905,0.4228139095
30-076,0.2347195307,0.1251505787,0.2047085319,0.203163463,0.2322578956,0.5166029435,0.4833970565,0.08796417535,0.035,0.022,0.07,0.054,0.131,0.264,0.171,0.165,0.041,0.047,0.04041734549,0.09116433845,0.3383826129,0.2342542203,0.108114666,0.123713127,0.0639536899,30549.0,0.4961443329,0.0810417576,0.189582424,0.2332314855,0.5771860905,0.4228139095
30-076,0.2347195307,0.1251505787,0.2047085319,0.203163463,0.2322578956,0.5166029435,0.4833970565,0.08796417535,0.035,0.022,0.07,0.054,0.131,0.264,0.171,0.165,0.041,0.047,0.04041734549,0.09116433845,0.3383826129,0.2342542203,0.108114666,0.123713127,0.0639536899,45823.0,0.4961443329,0.0810417576,0.189582424,0.2332314855,0.5771860905,0.4228139095
30-076,0.2347195307,0.1251505787,0.2047085319,0.203163463,0.2322578956,0.5166029435,0.4833970565,0.08796417535,0.035,0.022,0.07,0.054,0.131,0.264,0.171,0.165,0.041,0.047,0.04041734549,0.09116433845,0.3383826129,0.2342542203,0.108114666,0.123713127,0.0639536899,38186.0,0.4961443329,0.0810417576,0.189582424,0.2332314855,0.5771860905,0.4228139095
30-076,0.2347195307,0.1251505787,0.2047085319,0.203163463,0.2322578956,0.5166029435,0.4833970565,0.08796417535,0.035,0.022,0.07,0.054,0.131,0.264,0.171,0.165,0.041,0.047,0.04041734549,0.09116433845,0.3383826129,0.2342542203,0.108114666,0.123713127,0.0639536899,38186.0,0.4961443329,0.0810417576,0.189582424,0.2332314855,0.5771860905,0.4228139095
30-076,0.2347195307,0.1251505787,0.2047085319,0.203163463,0.2322578956,0.5166029435,0.4833970565,0.08796417535,0.035,0.022,0.07,0.054,0.131,0.264,0.171,0.165,0.041,0.047,0.04041734549,0.09116433845,0.3383826129,0.2342542203,0.108114666,0.123713127,0.0639536899,45823.0,0.4961443329,0.0810417576,0.189582424,0.2332314855,0.5771860905,0.4228139095
30-076,0.2347195307,0.1251505787,0.2047085319,0.203163463,0.2322578956,0.5166029435,0.4833970565,0.08796417535,0.035,0.022,0.07,0.054,0.131,0.264,0.171,0.165,0.041,0.047,0.04041734549,0.09116433845,0.3383826129,0.2342542203,0.108114666,0.123713127,0.0639536899,38186.0,0.4961443329,0.0810417576,0.189582424,0.2332314855,0.5771860905,0.4228139095
30-077,0.245649549,0.1259322395,0.1913843313,0.1878684566,0.2491654237,0.4837701541,0.5162298459,0.1019603665,0.047,0.036,0.061,0.084,0.14,0.193,0.162,0.159,0.066,0.052,0.02945405861,0.05102395002,0.2642931522,0.2529875539,0.1210393217,0.1627906977,0.1184112659,33790.0,0.4431695948,0.07950878451,0.1936177842,0.2837038365,0.5226783793,0.4773216207
30-077,0.245649549,0.1259322395,0.1913843313,0.1878684566,0.2491654237,0.4837701541,0.5162298459,0.1019603665,0.047,0.036,0.061,0.084,0.14,0.193,0.162,0.159,0.066,0.052,0.02945405861,0.05102395002,0.2642931522,0.2529875539,0.1210393217,0.1627906977,0.1184112659,22526.0,0.4431695948,0.07950878451,0.1936177842,0.2837038365,0.5226783793,0.4773216207
30-077,0.245649549,0.1259322395,0.1913843313,0.1878684566,0.2491654237,0.4837701541,0.5162298459,0.1019603665,0.047,0.036,0.061,0.084,0.14,0.193,0.162,0.159,0.066,0.052,0.02945405861,0.05102395002,0.2642931522,0.2529875539,0.1210393217,0.1627906977,0.1184112659,22526.0,0.4431695948,0.07950878451,0.1936177842,0.2837038365,0.5226783793,0.4773216207
30-077,0.245649549,0.1259322395,0.1913843313,0.1878684566,0.2491654237,0.4837701541,0.5162298459,0.1019603665,0.047,0.036,0.061,0.084,0.14,0.193,0.162,0.159,0.066,0.052,0.02945405861,0.05102395002,0.2642931522,0.2529875539,0.1210393217,0.1627906977,0.1184112659,28158.0,0.4431695948,0.07950878451,0.1936177842,0.2837038365,0.5226783793,0.4773216207
30-077,0.245649549,0.1259322395,0.1913843313,0.1878684566,0.2491654237,0.4837701541,0.5162298459,0.1019603665,0.047,0.036,0.061,0.084,0.14,0.193,0.162,0.159,0.066,0.052,0.02945405861,0.05102395002,0.2642931522,0.2529875539,0.1210393217,0.1627906977,0.1184112659,28158.0,0.4431695948,0.07950878451,0.1936177842,0.2837038365,0.5226783793,0.4773216207
30-077,0.245649549,0.1259322395,0.1913843313,0.1878684566,0.2491654237,0.4837701541,0.5162298459,0.1019603665,0.047,0.036,0.061,0.084,0.14,0.193,0.162,0.159,0.066,0.052,0.02945405861,0.05102395002,0.2642931522,0.2529875539,0.1210393217,0.1627906977,0.1184112659,22526.0,0.4431695948,0.07950878451,0.1936177842,0.2837038365,0.5226783793,0.4773216207
30-077,0.245649549,0.1259322395,0.1913843313,0.1878684566,0.2491654237,0.4837701541,0.5162298459,0.1019603665,0.047,0.036,0.061,0.084,0.14,0.193,0.162,0.159,0.066,0.052,0.02945405861,0.05102395002,0.2642931522,0.2529875539,0.1210393217,0.1627906977,0.1184112659,33790.0,0.4431695948,0.07950878451,0.1936177842,0.2837038365,0.5226783793,0.4773216207
30-077,0.245649549,0.1259322395,0.1913843313,0.1878684566,0.2491654237,0.4837701541,0.5162298459,0.1019603665,0.047,0.036,0.061,0.084,0.14,0.193,0.162,0.159,0.066,0.052,0.02945405861,0.05102395002,0.2642931522,0.2529875539,0.1210393217,0.1627906977,0.1184112659,22526.0,0.4431695948,0.07950878451,0.1936177842,0.2837038365,0.5226783793,0.4773216207
30-077,0.245649549,0.1259322395,0.1913843313,0.1878684566,0.2491654237,0.4837701541,0.5162298459,0.1019603665,0.047,0.036,0.061,0.084,0.14,0.193,0.162,0.159,0.066,0.052,0.02945405861,0.05102395002,0.2642931522,0.2529875539,0.1210393217,0.1627906977,0.1184112659,33790.0,0.4431695948,0.07950878451,0.1936177842,0.2837038365,0.5226783793,0.4773216207
30-077,0.245649549,0.1259322395,0.1913843313,0.1878684566,0.2491654237,0.4837701541,0.5162298459,0.1019603665,0.047,0.036,0.061,0.084,0.14,0.193,0.162,0.159,0.066,0.052,0.02945405861,0.05102395002,0.2642931522,0.2529875539,0.1210393217,0.1627906977,0.1184112659,22526.0,0.4431695948,0.07950878451,0.1936177842,0.2837038365,0.5226783793,0.4773216207
30-077,0.245649549,0.1259322395,0.1913843313,0.1878684566,0.2491654237,0.4837701541,0.5162298459,0.1019603665,0.047,0.036,0.061,0.084,0.14,0.193,0.162,0.159,0.066,0.052,0.02945405861,0.05102395002,0.2642931522,0.2529875539,0.1210393217,0.1627906977,0.1184112659,33790.0,0.4431695948,0.07950878451,0.1936177842,0.2837038365,0.5226783793,0.4773216207
30-077,0.245649549,0.1259322395,0.1913843313,0.1878684566,0.2491654237,0.4837701541,0.5162298459,0.1019603665,0.047,0.036,0.061,0.084,0.14,0.193,0.162,0.159,0.066,0.052,0.02945405861,0.05102395002,0.2642931522,0.2529875539,0.1210393217,0.1627906977,0.1184112659,33790.0,0.4431695948,0.07950878451,0.1936177842,0.2837038365,0.5226783793,0.4773216207
30-079,0.2078518725,0.1286370597,0.2142558819,0.2045802589,0.2446749269,0.4862174579,0.5137825421,0.09174439649,0.04704704705,0.01101101101,0.06006006006,0.07407407407,0.1251251251,0.1811811812,0.1271271271,0.1591591592,0.1151151151,0.1001001001,0.02565522333,0.03433001107,0.2034883721,0.2727021041,0.107788852,0.2174234035,0.138612034,14366.0,0.4472506394,0.07193094629,0.2135549872,0.2672634271,0.5191815857,0.4808184143
30-079,0.2078518725,0.1286370597,0.2142558819,0.2045802589,0.2446749269,0.4862174579,0.5137825421,0.09174439649,0.04704704705,0.01101101101,0.06006006006,0.07407407407,0.1251251251,0.1811811812,0.1271271271,0.1591591592,0.1151151151,0.1001001001,0.02565522333,0.03433001107,0.2034883721,0.2727021041,0.107788852,0.2174234035,0.138612034,11493.0,0.4472506394,0.07193094629,0.2135549872,0.2672634271,0.5191815857,0.4808184143
30-079,0.2078518725,0.1286370597,0.2142558819,0.2045802589,0.2446749269,0.4862174579,0.5137825421,0.09174439649,0.04704704705,0.01101101101,0.06006006006,0.07407407407,0.1251251251,0.1811811812,0.1271271271,0.1591591592,0.1151151151,0.1001001001,0.02565522333,0.03433001107,0.2034883721,0.2727021041,0.107788852,0.2174234035,0.138612034,14366.0,0.4472506394,0.07193094629,0.2135549872,0.2672634271,0.5191815857,0.4808184143
30-079,0.2078518725,0.1286370597,0.2142558819,0.2045802589,0.2446749269,0.4862174579,0.5137825421,0.09174439649,0.04704704705,0.01101101101,0.06006006006,0.07407407407,0.1251251251,0.1811811812,0.1271271271,0.1591591592,0.1151151151,0.1001001001,0.02565522333,0.03433001107,0.2034883721,0.2727021041,0.107788852,0.2174234035,0.138612034,11493.0,0.4472506394,0.07193094629,0.2135549872,0.2672634271,0.5191815857,0.4808184143
30-079,0.2078518725,0.1286370597,0.2142558819,0.2045802589,0.2446749269,0.4862174579,0.5137825421,0.09174439649,0.04704704705,0.01101101101,0.06006006006,0.07407407407,0.1251251251,0.1811811812,0.1271271271,0.1591591592,0.1151151151,0.1001001001,0.02565522333,0.03433001107,0.2034883721,0.2727021041,0.107788852,0.2174234035,0.138612034,17239.0,0.4472506394,0.07193094629,0.2135549872,0.2672634271,0.5191815857,0.4808184143
30-079,0.2078518725,0.1286370597,0.2142558819,0.2045802589,0.2446749269,0.4862174579,0.5137825421,0.09174439649,0.04704704705,0.01101101101,0.06006006006,0.07407407407,0.1251251251,0.1811811812,0.1271271271,0.1591591592,0.1151151151,0.1001001001,0.02565522333,0.03433001107,0.2034883721,0.2727021041,0.107788852,0.2174234035,0.138612034,11493.0,0.4472506394,0.07193094629,0.2135549872,0.2672634271,0.5191815857,0.4808184143
30-079,0.2078518725,0.1286370597,0.2142558819,0.2045802589,0.2446749269,0.4862174579,0.5137825421,0.09174439649,0.04704704705,0.01101101101,0.06006006006,0.07407407407,0.1251251251,0.1811811812,0.1271271271,0.1591591592,0.1151151151,0.1001001001,0.02565522333,0.03433001107,0.2034883721,0.2727021041,0.107788852,0.2174234035,0.138612034,17239.0,0.4472506394,0.07193094629,0.2135549872,0.2672634271,0.5191815857,0.4808184143
30-079,0.2078518725,0.1286370597,0.2142558819,0.2045802589,0.2446749269,0.4862174579,0.5137825421,0.09174439649,0.04704704705,0.01101101101,0.06006006006,0.07407407407,0.1251251251,0.1811811812,0.1271271271,0.1591591592,0.1151151151,0.1001001001,0.02565522333,0.03433001107,0.2034883721,0.2727021041,0.107788852,0.2174234035,0.138612034,14366.0,0.4472506394,0.07193094629,0.2135549872,0.2672634271,0.5191815857,0.4808184143
30-079,0.2078518725,0.1286370597,0.2142558819,0.2045802589,0.2446749269,0.4862174579,0.5137825421,0.09174439649,0.04704704705,0.01101101101,0.06006006006,0.07407407407,0.1251251251,0.1811811812,0.1271271271,0.1591591592,0.1151151151,0.1001001001,0.02565522333,0.03433001107,0.2034883721,0.2727021041,0.107788852,0.2174234035,0.138612034,17239.0,0.4472506394,0.07193094629,0.2135549872,0.2672634271,0.5191815857,0.4808184143
30-080,0.1815893358,0.09846101036,0.1784999142,0.2395445964,0.3019051433,0.5024887007,0.4975112993,0.08495909377,0.031,0.031,0.058,0.072,0.132,0.224,0.133,0.152,0.068,0.099,0.01056243272,0.03585844995,0.2070775027,0.219590958,0.1430974166,0.2501345533,0.1336786868,20975.0,0.4628893732,0.08498910396,0.2090757595,0.2430457634,0.5478784771,0.4521215229
