STORE_ID,POSTAL_CODE,STORE_CHAIN,REGION,CLASSOFTRADE,MERCHANDISED,FACINGS,POCKETS
746658,89-779,Chain 16,Lublin,DSCT CHAIN,N,0,4
643528,59-022,Chain 18,Lower Silesian,SM CHAIN,Y,0,16
668322,76-274,Chain 1,Łódź,DRUG CHAIN,Y,4,10
651984,90-512,Chain 4,Lublin,DRUG CHAIN,Y,17,13
706856,73-852,Chain 6,Łódź,SPECIALTY,N,0,3
668466,95-198,Chain 18,Warmian-Masurian,SM CHAIN,Y,51,56
697986,70-794,Chain 6,Kuyavian-Pomeranian,SPECIALTY,N,0,3
657286,45-578,Chain 16,Silesian,DSCT CHAIN,Y,0,4
655125,93-042,Chain 25,Lublin,SM CHAIN,Y,10,7
677402,76-314,Chain 6,Łódź,SPECIALTY,N,0,4
676300,43-814,Chain 1,Silesian,DRUG CHAIN,Y,9,15
728590,36-031,Chain 6,Subcarpathian,SPECIALTY,N,0,3
695979,25-845,Chain 1,Opole,DRUG CHAIN,Y,4,17
699264,45-229,Chain 6,Silesian,SPECIALTY,N,0,3
725156,27-381,Chain 6,Masovian,SPECIALTY,N,0,3
678250,74-185,Chain 9,Łódź,DSCT CHAIN,Y,12,10
673780,44-014,Chain 1,Silesian,DRUG CHAIN,Y,6,19
708350,26-447,Chain 6,Opole,SPECIALTY,N,0,3
684243,77-095,Chain 6,Łódź,SPECIALTY,N,0,3
645399,30-993,Chain 10,Lubusz,SM CHAIN,Y,36,52
695764,26-115,Chain 7,Opole,SM CHAIN,Y,11,9
678733,45-382,Chain 6,Silesian,SPECIALTY,N,0,3
671505,70-832,Chain 46,Kuyavian-Pomeranian,SM CHAIN,Y,0,16
690308,37-175,Chain 9,Pomeranian,DSCT CHAIN,Y,9,16
649140,30-375,Chain 4,Lubusz,DRUG CHAIN,Y,17,5
661231,90-735,Chain 11,Lublin,SM CHAIN,Y,12,16
645157,30-686,Chain 10,Lubusz,SM CHAIN,Y,8,87
672070,76-090,Chain 9,Łódź,DSCT CHAIN,Y,6,15
639194,31-100,Chain 13,Lubusz,HOME IMPR,Y,0,2
647480,57-814,Chain 9,Lower Silesian,DSCT CHAIN,Y,4,45
659101,31-079,Chain 4,Lubusz,DRUG CHAIN,Y,13,11
697400,74-380,Chain 6,Łódź,SPECIALTY,N,0,4
726188,37-203,Chain 6,Pomeranian,SPECIALTY,N,0,3
817053,58-318,Chain 44,Lower Silesian,DRUG INDEP,N,0,0
635387,73-626,Chain 33,Łódź,SM CHAIN,Y,0,6
702188,76-029,Chain 6,Łódź,SPECIALTY,N,0,3
675840,25-889,Chain 6,Opole,SPECIALTY,N,0,4
683401,30-422,Chain 4,Lubusz,DRUG CHAIN,Y,17,2
636148,92-268,Chain 11,Lublin,SM CHAIN,Y,11,0
680827,30-476,Chain 4,Lubusz,DRUG CHAIN,Y,11,0
751745,75-102,Chain 6,Łódź,SPECIALTY,N,0,3
686322,89-780,Chain 12,Lublin,SPECIALTY,Y,0,5
675914,71-335,Chain 6,Kuyavian-Pomeranian,SPECIALTY,N,0,3
644568,73-911,Chain 6,Łódź,SPECIALTY,N,0,4
670782,77-086,Chain 1,Łódź,DRUG CHAIN,Y,6,26
721506,43-891,Chain 6,Silesian,SPECIALTY,N,0,4
711781,27-365,Chain 6,Masovian,SPECIALTY,N,0,4
646380,26-279,Chain 4,Opole,DRUG CHAIN,Y,11,9
695168,37-249,Chain 9,Pomeranian,DSCT CHAIN,Y,7,0
694557,75-890,Chain 6,Łódź,SPECIALTY,N,0,4
637459,91-307,Chain 16,Lublin,DSCT CHAIN,Y,0,36
674360,50-273,Chain 4,Holy Cross,DRUG CHAIN,Y,11,11
646257,26-478,Chain 8,Opole,SM CHAIN,Y,12,20
651391,73-788,Chain 11,Łódź,SM CHAIN,Y,0,51
688721,75-193,Chain 1,Łódź,DRUG CHAIN,Y,5,26
686373,91-687,Chain 1,Lublin,DRUG CHAIN,Y,8,17
644698,25-198,Chain 7,Opole,SM CHAIN,Y,14,10
629209,48-100,Chain 72,Holy Cross,SM CHAIN,N,0,0
694857,60-375,Chain 6,Lower Silesian,SPECIALTY,N,0,3
922428,72-173,Chain 6,Kuyavian-Pomeranian,SPECIALTY,N,0,4
639439,89-436,Chain 16,Lublin,DSCT CHAIN,Y,0,89
665220,43-893,Chain 6,Silesian,SPECIALTY,N,0,4
643800,26-084,Chain 4,Opole,DRUG CHAIN,Y,4,9
678548,37-377,Chain 4,Pomeranian,DRUG CHAIN,Y,11,11
656805,91-283,Chain 25,Lublin,SM CHAIN,Y,8,9
646162,58-303,Chain 4,Lower Silesian,DRUG CHAIN,Y,11,10
665402,30-479,Chain 4,Lubusz,DRUG CHAIN,Y,17,9
697528,72-821,Chain 6,Łódź,SPECIALTY,N,0,3
638806,71-273,Chain 42,Kuyavian-Pomeranian,SM CHAIN,Y,17,9
686735,92-262,Chain 1,Lublin,DRUG CHAIN,Y,9,9
687361,73-912,Chain 6,Łódź,SPECIALTY,N,0,4
717731,36-847,Chain 6,Pomeranian,SPECIALTY,N,0,4
670289,31-286,Chain 9,Lubusz,DSCT CHAIN,Y,0,12
684244,25-796,Chain 7,Opole,SM CHAIN,Y,20,10
652956,30-741,Chain 10,Lubusz,SM CHAIN,Y,11,47
663270,58-279,Chain 11,Lower Silesian,SM CHAIN,Y,0,25
660030,76-403,Chain 11,Łódź,SM CHAIN,Y,66,4
648656,35-019,Chain 8,Subcarpathian,SM CHAIN,Y,20,23
648457,31-168,Chain 10,Lubusz,SM CHAIN,Y,15,52
660359,31-287,Chain 9,Lubusz,DSCT CHAIN,Y,0,6
724976,45-263,Chain 6,Silesian,SPECIALTY,N,0,3
687362,75-133,Chain 6,Łódź,SPECIALTY,N,0,4
755045,45-291,Chain 6,Silesian,SPECIALTY,N,0,4
695624,95-302,Chain 6,Warmian-Masurian,SPECIALTY,N,0,3
721504,36-027,Chain 6,Subcarpathian,SPECIALTY,N,0,3
702568,93-638,Chain 6,Lublin,SPECIALTY,N,0,4
692893,32-092,Chain 6,Lubusz,SPECIALTY,N,0,3
687521,76-791,Chain 1,Łódź,DRUG CHAIN,Y,4,13
689830,76-778,Chain 4,Łódź,DRUG CHAIN,Y,8,10
632060,60-376,Chain 9,Lower Silesian,DSCT CHAIN,Y,12,12
631607,75-078,Chain 5,Łódź,SM CHAIN,Y,7,34
686231,75-802,Chain 4,Łódź,DRUG CHAIN,Y,10,11
663734,75-802,Chain 6,Łódź,SPECIALTY,N,0,3
678550,77-221,Chain 9,Łódź,DSCT CHAIN,Y,5,0
727027,37-074,Chain 6,Pomeranian,SPECIALTY,N,0,4
699207,58-82.,Chain 6,West Pomeranian,SPECIALTY,N,0,3
686099,35-364,Chain 9,Subcarpathian,DSCT CHAIN,Y,8,14
709032,35-014,Chain 6,Subcarpathian,SPECIALTY,N,0,4
694150,76-077,Chain 4,Łódź,DRUG CHAIN,Y,11,10
631176,31-114,Chain 10,Lubusz,SM CHAIN,Y,22,44
663597,93-514,Chain 9,Lublin,DSCT CHAIN,Y,8,9
649775,25-777,Chain 10,Opole,SM CHAIN,Y,26,11
686820,73-273,Chain 6,Łódź,SPECIALTY,N,0,3
908043,25-284,Chain 6,Opole,SPECIALTY,N,0,4
915415,59-674,Chain 6,Lower Silesian,SPECIALTY,N,0,4
704450,37-124,Chain 6,Pomeranian,SPECIALTY,N,0,3
685336,27-369,Chain 6,Masovian,SPECIALTY,N,0,3
671768,36-904,Chain 16,Pomeranian,DSCT CHAIN,Y,9,71
700050,78-884,Chain 4,Podlaskie,DRUG CHAIN,Y,7,9
677759,26-884,Chain 9,Masovian,DSCT CHAIN,Y,4,35
668609,25-206,Chain 9,Opole,DSCT CHAIN,Y,0,7
638299,91-398,Chain 16,Lublin,DSCT CHAIN,Y,0,72
716968,71-744,Chain 6,Kuyavian-Pomeranian,SPECIALTY,N,0,3
709679,25-173,Chain 6,Opole,SPECIALTY,N,0,4
873961,30-179,Chain 6,Lubusz,SPECIALTY,N,0,3
647877,26-424,Chain 8,Opole,SM CHAIN,Y,15,24
709769,35-777,Chain 37,Subcarpathian,SPECIALTY,N,0,0
677802,79-177,Chain 16,Podlaskie,DSCT CHAIN,Y,0,25
697092,43-894,Chain 6,Silesian,SPECIALTY,N,0,4
710568,27-359,Chain 6,Masovian,SPECIALTY,N,0,4
686582,44-214,Chain 6,Silesian,SPECIALTY,N,0,3
656544,87-975,Chain 4,Lublin,DRUG CHAIN,Y,11,5
680921,89-582,Chain 1,Lublin,DRUG CHAIN,Y,5,6
680378,26-464,Chain 1,Opole,DRUG CHAIN,Y,0,22
652054,95-143,Chain 11,Warmian-Masurian,SM CHAIN,Y,20,20
644700,26-123,Chain 4,Opole,DRUG CHAIN,Y,17,7
678754,87-927,Chain 1,Lublin,DRUG CHAIN,Y,5,8
680674,32-153,Chain 1,Lubusz,DRUG CHAIN,Y,4,21
673692,75-923,Chain 5,Łódź,SM CHAIN,Y,0,20
680099,26-979,Chain 9,Masovian,DSCT CHAIN,Y,12,21
636062,30-857,Chain 4,Lubusz,DRUG CHAIN,Y,6,9
689382,88-683,Chain 16,Lublin,DSCT CHAIN,Y,0,11
690204,72-415,Chain 6,Kuyavian-Pomeranian,SPECIALTY,N,0,3
687431,76-312,Chain 4,Łódź,DRUG CHAIN,Y,9,8
674667,89-696,Chain 35,Lublin,SM CHAIN,Y,8,5
687124,26-317,Chain 7,Opole,SM CHAIN,Y,13,10
687600,58-873,Chain 6,Lower Silesian,SPECIALTY,N,0,3
680496,75-141,Chain 5,Łódź,SM CHAIN,Y,12,24
717845,27-226,Chain 6,Masovian,SPECIALTY,N,0,3
635209,57-383,Chain 22,Greater Poland,SM INDEP,Y,0,0
663630,58-289,Chain 11,Lower Silesian,SM CHAIN,Y,14,25
678370,74-575,Chain 9,Łódź,DSCT CHAIN,Y,17,11
638578,95-149,Chain 36,Warmian-Masurian,SM CHAIN,Y,18,19
695727,59-073,Chain 16,Lower Silesian,DSCT CHAIN,Y,0,23
629719,57-811,Chain 16,Lower Silesian,DSCT CHAIN,Y,0,39
640945,90-946,Chain 4,Lublin,DRUG CHAIN,Y,10,8
679201,31-453,Chain 4,Lubusz,DRUG CHAIN,Y,15,4
722890,34-802,Chain 6,Subcarpathian,SPECIALTY,N,0,3
713465,27-499,Chain 6,Masovian,SPECIALTY,N,0,4
750969,37-148,Chain 6,Pomeranian,SPECIALTY,N,0,3
679474,25-259,Chain 1,Opole,DRUG CHAIN,Y,0,22
677837,89-691,Chain 12,Lublin,SPECIALTY,Y,0,5
948995,27-208,Chain 6,Masovian,SPECIALTY,N,0,4
680279,27-247,Chain 9,Masovian,DSCT CHAIN,Y,9,28
692108,36-493,Chain 9,Pomeranian,DSCT CHAIN,Y,12,20
688501,60-541,Chain 6,Lower Silesian,SPECIALTY,N,0,4
643995,92-891,Chain 13,Lublin,HOME IMPR,N,0,2
686356,37-175,Chain 6,Pomeranian,SPECIALTY,N,0,3
668910,89-753,Chain 11,Lublin,SM CHAIN,Y,17,19
695739,25-949,Chain 1,Opole,DRUG CHAIN,Y,9,21
692411,26-297,Chain 6,Opole,SPECIALTY,N,0,3
675402,57-841,Chain 18,Lower Silesian,SM CHAIN,Y,0,21
684509,73-173,Chain 9,Łódź,DSCT CHAIN,Y,0,7
696905,30-076,Chain 9,Lubusz,DSCT CHAIN,Y,6,48
694901,76-313,Chain 1,Łódź,DRUG CHAIN,Y,3,25
661592,59-880,Chain 30,Lower Silesian,SM CHAIN,Y,19,3
658978,32-339,Chain 9,Lubusz,DSCT CHAIN,Y,6,52
702427,76-524,Chain 6,Łódź,SPECIALTY,N,0,3
686110,75-121,Chain 9,Łódź,DSCT CHAIN,Y,12,14
649657,31-106,Chain 10,Lubusz,SM CHAIN,Y,15,70
691379,45-383,Chain 6,Silesian,SPECIALTY,N,0,3
667002,72-901,Chain 1,Łódź,DRUG CHAIN,N,5,11
641458,30-478,Chain 16,Lubusz,DSCT CHAIN,Y,0,41
791602,36-240,Chain 6,Subcarpathian,SPECIALTY,N,0,4
674172,74-756,Chain 5,Łódź,SM CHAIN,Y,0,17
675156,31-385,Chain 1,Lubusz,DRUG CHAIN,Y,4,18
678152,89-034,Chain 38,Lublin,SM CHAIN,Y,8,9
706423,70-771,Chain 9,Kuyavian-Pomeranian,DSCT CHAIN,Y,12,12
657061,31-289,Chain 4,Lubusz,DRUG CHAIN,Y,6,5
675969,84-783,Chain 4,Lesser Poland,DRUG CHAIN,Y,7,9
664646,74-762,Chain 1,Łódź,DRUG CHAIN,Y,13,15
658117,30-173,Chain 10,Lubusz,SM CHAIN,Y,15,37
682029,71-683,Chain 4,Kuyavian-Pomeranian,DRUG CHAIN,Y,11,2
655830,84-703,Chain 18,Lesser Poland,SM CHAIN,Y,20,17
756131,60-535,Chain 6,Lower Silesian,SPECIALTY,N,0,4
686831,72-902,Chain 4,Łódź,DRUG CHAIN,Y,5,2
794182,57-65.,Chain 6,West Pomeranian,SPECIALTY,N,0,3
682993,59-909,Chain 6,Lower Silesian,SPECIALTY,N,0,3
672976,74-717,Chain 6,Łódź,SPECIALTY,N,0,3
897809,57-01.,Chain 6,West Pomeranian,SPECIALTY,N,0,3
731683,37-234,Chain 6,Pomeranian,SPECIALTY,N,0,3
706150,26-004,Chain 6,Opole,SPECIALTY,N,0,3
641938,25-706,Chain 8,Opole,SM CHAIN,Y,48,27
822702,34-687,Chain 6,Subcarpathian,SPECIALTY,N,0,4
673833,35-548,Chain 1,Subcarpathian,DRUG CHAIN,Y,5,11
689235,75-288,Chain 6,Łódź,SPECIALTY,N,0,3
712561,26-036,Chain 6,Opole,SPECIALTY,N,0,3
718629,45-577,Chain 6,Silesian,SPECIALTY,N,0,3
692704,27-077,Chain 7,Masovian,SM CHAIN,Y,20,11
654061,31-875,Chain 4,Lubusz,DRUG CHAIN,Y,0,9
682240,89-942,Chain 1,Lublin,DRUG CHAIN,Y,7,14
696481,35-521,Chain 6,Subcarpathian,SPECIALTY,N,0,3
869870,26-988,Chain 16,Masovian,DSCT CHAIN,N,2,20
646954,35-015,Chain 10,Subcarpathian,SM CHAIN,Y,45,37
635400,30-817,Chain 29,Lubusz,SM CHAIN,Y,0,19
797194,36-755,Chain 6,Pomeranian,SPECIALTY,N,0,4
798449,34-714,Chain 6,Subcarpathian,SPECIALTY,N,0,4
979642,59-282,Chain 6,Lower Silesian,SPECIALTY,N,0,4
643762,57-826,Chain 4,Lower Silesian,DRUG CHAIN,Y,15,3
699443,78-679,Chain 6,Podlaskie,SPECIALTY,N,0,3
666582,73-276,Chain 1,Łódź,DRUG CHAIN,Y,17,10
677180,48-776,Chain 4,Holy Cross,DRUG CHAIN,Y,9,10
685001,90-264,Chain 1,Lublin,DRUG CHAIN,Y,0,17
662518,29-737,Chain 9,Lubusz,DSCT CHAIN,Y,6,29
654274,89-897,Chain 11,Lublin,SM CHAIN,Y,15,16
642795,27-513,Chain 13,Masovian,HOME IMPR,Y,0,5
677020,44-684,Chain 1,Silesian,DRUG CHAIN,Y,9,26
670621,31-155,Chain 4,Lubusz,DRUG CHAIN,Y,11,9
694779,26-735,Chain 1,Masovian,DRUG CHAIN,Y,0,30
870725,75-086,Chain 6,Łódź,SPECIALTY,N,0,3
645058,25-476,Chain 7,Opole,SM CHAIN,Y,19,10
802052,27-500,Chain 6,Masovian,SPECIALTY,N,0,4
655647,95-373,Chain 11,Warmian-Masurian,SM CHAIN,Y,18,31
634058,77-783,Chain 18,Podlaskie,SM CHAIN,Y,0,18
662564,35-417,Chain 15,Subcarpathian,SM CHAIN,N,11,17
665338,29-758,Chain 9,Lubusz,DSCT CHAIN,Y,6,46
719169,57-770,Chain 6,Lower Silesian,SPECIALTY,N,0,3
718739,24-723,Chain 6,Opole,SPECIALTY,N,0,3
706152,30-384,Chain 6,Lubusz,SPECIALTY,N,0,3
634790,93-193,Chain 43,Lublin,SM CHAIN,N,14,0
683218,32-324,Chain 6,Lubusz,SPECIALTY,N,0,3
704720,45-041,Chain 6,Silesian,SPECIALTY,N,0,3
653129,45-075,Chain 18,Silesian,SM CHAIN,Y,0,33
658378,31-638,Chain 9,Lubusz,DSCT CHAIN,Y,0,17
665276,25-285,Chain 16,Opole,DSCT CHAIN,Y,8,28
656056,75-713,Chain 12,Łódź,SPECIALTY,Y,0,1
704863,72-770,Chain 1,Łódź,DRUG CHAIN,Y,5,8
668301,58-310,Chain 4,Lower Silesian,DRUG CHAIN,Y,11,4
645815,30-198,Chain 10,Lubusz,SM CHAIN,Y,12,37
628923,27-475,Chain 4,Masovian,DRUG CHAIN,Y,11,10
731831,74-992,Chain 6,Łódź,SPECIALTY,N,0,3
664471,77-085,Chain 11,Łódź,SM CHAIN,Y,11,62
683229,71-205,Chain 4,Kuyavian-Pomeranian,DRUG CHAIN,Y,11,9
692706,31-433,Chain 4,Lubusz,DRUG CHAIN,Y,0,8
712751,35-443,Chain 6,Subcarpathian,SPECIALTY,N,0,7
695968,45-046,Chain 4,Silesian,DRUG CHAIN,Y,11,9
680611,58-182,Chain 4,Lower Silesian,DRUG CHAIN,Y,15,8
662954,27-312,Chain 6,Masovian,SPECIALTY,N,0,3
679625,25-243,Chain 7,Opole,SM CHAIN,Y,14,10
700801,37-320,Chain 6,Pomeranian,SPECIALTY,N,0,3
638488,91-595,Chain 11,Lublin,SM CHAIN,Y,13,33
678635,92-075,Chain 1,Lublin,DRUG CHAIN,Y,14,11
675102,57-687,Chain 18,Lower Silesian,SM CHAIN,Y,0,26
726143,76-306,Chain 6,Łódź,SPECIALTY,N,0,3
685202,26-330,Chain 6,Opole,SPECIALTY,N,0,3
658168,89-073,Chain 18,Lublin,SM CHAIN,Y,10,36
791731,27-060,Chain 6,Masovian,SPECIALTY,N,0,4
628895,77-795,Chain 18,Podlaskie,SM CHAIN,Y,19,20
692670,77-799,Chain 9,Podlaskie,DSCT CHAIN,Y,11,18
633278,77-977,Chain 18,Podlaskie,SM CHAIN,Y,0,36
655177,92-283,Chain 11,Lublin,SM CHAIN,Y,17,20
660875,43-877,Chain 1,Silesian,DRUG CHAIN,Y,8,5
797845,75-334,Chain 6,Łódź,SPECIALTY,N,0,4
661411,89-461,Chain 11,Lublin,SM CHAIN,Y,17,34
630430,31-495,Chain 10,Lubusz,SM CHAIN,Y,20,44
642375,26-384,Chain 13,Opole,HOME IMPR,Y,0,5
683697,29-697,Chain 6,Lubusz,SPECIALTY,N,0,3
656245,90-675,Chain 3,Lublin,SM CHAIN,Y,0,20
656367,95-373,Chain 11,Warmian-Masurian,SM CHAIN,Y,19,23
679747,58-476,Chain 18,Lower Silesian,SM CHAIN,Y,0,0
655532,58-129,Chain 11,Lower Silesian,SM CHAIN,Y,12,19
665477,29-928,Chain 12,Lubusz,SPECIALTY,Y,0,5
708191,70-729,Chain 6,Kuyavian-Pomeranian,SPECIALTY,N,0,3
637956,75-058,Chain 18,Łódź,SM CHAIN,Y,0,17
721285,30-076,Chain 6,Lubusz,SPECIALTY,N,0,3
693182,25-180,Chain 6,Opole,SPECIALTY,N,0,3
642153,77-884,Chain 18,Podlaskie,SM CHAIN,Y,0,18
649227,43-746,Chain 18,Silesian,SM CHAIN,Y,0,48
652966,34-838,Chain 4,Subcarpathian,DRUG CHAIN,Y,6,13
674348,36-944,Chain 4,Pomeranian,DRUG CHAIN,Y,17,10
702668,35-603,Chain 6,Subcarpathian,SPECIALTY,N,0,7
688838,25-191,Chain 1,Opole,DRUG CHAIN,Y,13,13
710107,50-478,Chain 6,Holy Cross,SPECIALTY,N,0,3
688082,25-776,Chain 6,Opole,SPECIALTY,N,0,3
709196,30-073,Chain 6,Lubusz,SPECIALTY,N,0,3
654264,89-382,Chain 4,Lublin,DRUG CHAIN,Y,9,1
686549,25-259,Chain 12,Opole,SPECIALTY,Y,0,1
726081,60-473,Chain 6,Lower Silesian,SPECIALTY,N,0,4
647867,26-705,Chain 7,Masovian,SM CHAIN,Y,24,8
714176,37-142,Chain 6,Pomeranian,SPECIALTY,N,0,4
674375,89-792,Chain 1,Lublin,DRUG CHAIN,Y,9,9
630275,77-881,Chain 11,Podlaskie,SM CHAIN,Y,12,25
650902,44-647,Chain 4,Silesian,DRUG CHAIN,Y,13,10
656971,88-417,Chain 11,Lublin,SM CHAIN,Y,15,22
642767,31-144,Chain 29,Lubusz,SM CHAIN,Y,0,13
693190,75-222,Chain 4,Łódź,DRUG CHAIN,Y,2,9
687613,27-368,Chain 6,Masovian,SPECIALTY,N,0,3
727748,27-021,Chain 6,Masovian,SPECIALTY,N,0,4
677715,27-077,Chain 6,Masovian,SPECIALTY,N,0,4
674400,50-021,Chain 6,Holy Cross,SPECIALTY,N,0,4
647319,30-816,Chain 10,Lubusz,SM CHAIN,Y,22,52
683766,30-811,Chain 4,Lubusz,DRUG CHAIN,Y,10,0
709627,27-392,Chain 6,Masovian,SPECIALTY,N,0,4
701236,60-02.,Chain 6,West Pomeranian,SPECIALTY,N,0,3
659310,73-132,Chain 18,Łódź,SM CHAIN,Y,0,8
698365,24-916,Chain 6,Opole,SPECIALTY,N,0,3
704701,73-326,Chain 6,Łódź,SPECIALTY,N,0,3
663056,25-201,Chain 16,Opole,DSCT CHAIN,Y,0,36
708845,34-787,Chain 6,Subcarpathian,SPECIALTY,N,0,3
705245,73-455,Chain 6,Łódź,SPECIALTY,N,0,4
660338,30-692,Chain 1,Lubusz,DRUG CHAIN,Y,9,10
721705,58-223,Chain 6,Lower Silesian,SPECIALTY,N,0,3
841311,35-415,Chain 6,Subcarpathian,SPECIALTY,N,0,4
628772,93-617,Chain 11,Lublin,SM CHAIN,Y,13,15
660339,25-195,Chain 34,Opole,SM CHAIN,Y,14,44
652103,45-577,Chain 4,Silesian,DRUG CHAIN,Y,17,10
734623,72-748,Chain 6,Łódź,SPECIALTY,N,0,3
713391,26-132,Chain 6,Opole,SPECIALTY,N,0,4
672055,47-682,Chain 16,Holy Cross,DSCT CHAIN,N,0,28
647325,92-230,Chain 31,Lublin,SM CHAIN,Y,15,13
696761,72-877,Chain 1,Łódź,DRUG CHAIN,Y,5,11
703977,77-273,Chain 6,Łódź,SPECIALTY,N,0,4
658316,31-481,Chain 16,Lubusz,DSCT CHAIN,Y,0,25
636840,30-981,Chain 29,Lubusz,SM CHAIN,Y,15,19
648081,88-303,Chain 9,Lublin,DSCT CHAIN,Y,12,30
639120,31-497,Chain 29,Lubusz,SM CHAIN,Y,24,19
735190,34-782,Chain 6,Subcarpathian,SPECIALTY,N,0,3
699384,37-237,Chain 6,Pomeranian,SPECIALTY,N,0,3
676862,60-32.,Chain 6,West Pomeranian,SPECIALTY,N,0,3
658736,26-881,Chain 16,Masovian,DSCT CHAIN,Y,0,23
650296,73-779,Chain 12,Łódź,SPECIALTY,Y,0,5
631669,57-073,Chain 73,Greater Poland,SM CHAIN,N,0,0
707005,27-378,Chain 6,Masovian,SPECIALTY,N,0,3
713821,70-801,Chain 6,Kuyavian-Pomeranian,SPECIALTY,N,0,3
842318,30-136,Chain 6,Lubusz,SPECIALTY,N,0,4
778997,25-127,Chain 6,Opole,SPECIALTY,N,0,4
641098,25-232,Chain 7,Opole,SM CHAIN,Y,14,10
660179,31-297,Chain 9,Lubusz,DSCT CHAIN,Y,14,4
731127,27-514,Chain 6,Masovian,SPECIALTY,N,0,4
665130,57-739,Chain 11,Lower Silesian,SM CHAIN,Y,0,13
672874,72-728,Chain 18,Łódź,SM CHAIN,Y,20,8
645000,30-734,Chain 4,Lubusz,DRUG CHAIN,Y,8,10
628716,31-219,Chain 10,Lubusz,SM CHAIN,Y,22,43
669335,27-079,Chain 1,Masovian,DRUG CHAIN,Y,3,21
666028,58-327,Chain 11,Lower Silesian,SM CHAIN,Y,0,13
653276,31-098,Chain 16,Lubusz,DSCT CHAIN,Y,0,74
679064,93-394,Chain 40,Lublin,SM CHAIN,Y,8,0
689443,73-429,Chain 32,Łódź,SM CHAIN,Y,12,18
699459,43-906,Chain 1,Silesian,DRUG CHAIN,Y,4,14
642204,92-382,Chain 4,Lublin,DRUG CHAIN,Y,11,10
645003,27-117,Chain 7,Masovian,SM CHAIN,Y,22,0
756069,73-721,Chain 6,Łódź,SPECIALTY,N,0,3
712251,45-632,Chain 6,Silesian,SPECIALTY,N,0,3
690994,72-697,Chain 1,Łódź,DRUG CHAIN,Y,5,22
653615,31-484,Chain 10,Lubusz,SM CHAIN,Y,22,52
682035,32-153,Chain 6,Lubusz,SPECIALTY,N,0,4
641724,88-312,Chain 4,Lublin,DRUG CHAIN,Y,11,12
674129,26-787,Chain 9,Masovian,DSCT CHAIN,Y,0,12
628715,77-900,Chain 18,Podlaskie,SM CHAIN,Y,0,26
670441,30-798,Chain 4,Lubusz,DRUG CHAIN,Y,22,9
632913,87-706,Chain 11,Lublin,SM CHAIN,Y,0,13
683978,31-792,Chain 1,Lubusz,DRUG CHAIN,Y,5,15
678806,31-206,Chain 6,Lubusz,SPECIALTY,N,0,3
667381,31-814,Chain 4,Lubusz,DRUG CHAIN,Y,15,12
674984,27-138,Chain 1,Masovian,DRUG CHAIN,Y,5,15
673161,43-922,Chain 4,Silesian,DRUG CHAIN,Y,22,0
682418,26-787,Chain 1,Masovian,DRUG CHAIN,N,4,10
680203,31-884,Chain 10,Lubusz,SM CHAIN,Y,22,57
721747,25-013,Chain 6,Opole,SPECIALTY,N,0,4
712161,57-473,Chain 1,Greater Poland,DRUG CHAIN,Y,12,10
678245,25-174,Chain 7,Opole,SM CHAIN,Y,14,0
696011,73-169,Chain 6,Łódź,SPECIALTY,N,0,4
654991,58-386,Chain 11,Lower Silesian,SM CHAIN,Y,7,14
667935,30-312,Chain 6,Lubusz,SPECIALTY,N,0,3
645936,31-589,Chain 10,Lubusz,SM CHAIN,Y,40,89
683412,75-101,Chain 16,Łódź,DSCT CHAIN,Y,0,36
700364,92-924,Chain 6,Lublin,SPECIALTY,N,0,3
644902,58-780,Chain 4,Lower Silesian,DRUG CHAIN,Y,11,13
916853,30-097,Chain 6,Lubusz,SPECIALTY,N,0,4
723129,78-215,Chain 6,Podlaskie,SPECIALTY,N,0,3
705523,72-273,Chain 9,Kuyavian-Pomeranian,DSCT CHAIN,Y,11,38
662523,31-581,Chain 6,Lubusz,SPECIALTY,N,0,3
671621,89-753,Chain 1,Lublin,DRUG CHAIN,Y,5,14
683973,31-573,Chain 1,Lubusz,DRUG CHAIN,N,15,11
724391,60-628,Chain 6,Lower Silesian,SPECIALTY,N,0,3
717174,31-482,Chain 6,Lubusz,SPECIALTY,N,0,3
667921,25-889,Chain 4,Opole,DRUG CHAIN,Y,5,9
669302,45-475,Chain 6,Silesian,SPECIALTY,N,0,4
650675,29-882,Chain 10,Lubusz,SM CHAIN,Y,17,64
693656,95-199,Chain 41,Warmian-Masurian,DSCT CHAIN,N,11,18
673531,92-801,Chain 11,Lublin,SM CHAIN,Y,36,18
693245,26-424,Chain 7,Opole,SM CHAIN,Y,20,10
646477,31-806,Chain 10,Lubusz,SM CHAIN,Y,26,64
635270,93-125,Chain 43,Lublin,SM CHAIN,N,16,0
663518,25-764,Chain 1,Opole,DRUG CHAIN,Y,5,14
656901,45-387,Chain 4,Silesian,DRUG CHAIN,Y,11,9
660388,74-687,Chain 18,Łódź,SM CHAIN,Y,7,9
653721,88-418,Chain 9,Lublin,DSCT CHAIN,Y,5,0
757136,73-721,Chain 6,Łódź,SPECIALTY,N,0,4
677892,74-976,Chain 5,Łódź,SM CHAIN,Y,0,28
695322,26-692,Chain 4,Masovian,DRUG CHAIN,Y,11,2
660045,94-874,Chain 1,Warmian-Masurian,DRUG CHAIN,Y,0,17
632612,45-073,Chain 18,Silesian,SM CHAIN,Y,0,26
654558,88-480,Chain 12,Lublin,SPECIALTY,Y,0,5
